state,year,month,level,name,registeredUsers,source_file
Madhya Pradesh,2019,4,pincode,457001,89121,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2019\4.json
Madhya Pradesh,2019,4,pincode,480001,85991,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2019\4.json
Madhya Pradesh,2019,4,pincode,485001,82766,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2019\4.json
Madhya Pradesh,2019,4,pincode,452016,81668,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2019\4.json
Madhya Pradesh,2020,1,district,indore,1287857,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,district,bhopal,1003288,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,district,gwalior,506221,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,district,jabalpur,462069,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,district,ujjain,349476,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,district,sagar,299753,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,district,rewa,285832,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,district,dhar,270891,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,district,chhindwara,268008,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,district,satna,253988,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,pincode,482002,146207,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,pincode,452001,144699,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,pincode,455001,130830,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,pincode,452010,129645,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,pincode,462001,106091,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,pincode,482001,101513,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,pincode,457001,98886,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,pincode,480001,94636,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,pincode,485001,90615,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,1,pincode,452016,89460,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,2,district,indore,1410157,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,district,bhopal,1080094,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,district,gwalior,554377,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,district,jabalpur,507707,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,district,ujjain,395028,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,district,sagar,333878,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,district,rewa,313486,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,district,dhar,310389,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,district,chhindwara,302791,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,district,satna,281414,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,pincode,482002,158954,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,pincode,452001,153695,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,pincode,455001,144023,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,pincode,452010,139367,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,pincode,462001,116167,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,pincode,457001,111581,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,pincode,482001,110268,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,pincode,480001,104519,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,pincode,452016,98532,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,2,pincode,485001,98080,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,3,district,indore,1524036,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,district,bhopal,1162000,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,district,gwalior,603096,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,district,jabalpur,555235,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,district,ujjain,436068,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,district,sagar,368745,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,district,dhar,346394,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,district,rewa,343897,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,district,chhindwara,336306,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,district,satna,311884,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,pincode,482002,173274,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,pincode,452001,162767,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,pincode,455001,155823,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,pincode,452010,149318,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,pincode,462001,127166,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,pincode,457001,122974,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,pincode,482001,119294,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,pincode,480001,114237,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,pincode,485001,107317,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,3,pincode,452016,107084,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,4,district,indore,1645564,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,district,bhopal,1249343,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,district,gwalior,652985,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,district,jabalpur,604034,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,district,ujjain,475637,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,district,sagar,402006,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,district,dhar,382523,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,district,rewa,374099,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,district,chhindwara,370027,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,district,satna,340632,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,pincode,482002,188460,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,pincode,452001,173333,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,pincode,455001,167885,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,pincode,452010,160146,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,pincode,462001,138574,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,pincode,457001,134427,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,pincode,482001,128730,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,pincode,480001,124525,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,pincode,474001,116379,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2020,4,pincode,452016,116281,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2021,1,district,indore,1769869,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,district,bhopal,1340741,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,district,gwalior,703232,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,district,jabalpur,650087,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,district,ujjain,513868,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,district,sagar,432938,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,district,dhar,415117,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,district,rewa,403013,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,district,chhindwara,399276,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,district,satna,368299,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,pincode,482002,202915,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,pincode,452001,185582,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,pincode,455001,180488,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,pincode,452010,171754,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,pincode,462001,149137,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,pincode,457001,145248,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,pincode,482001,138100,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,pincode,480001,134163,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,pincode,474001,125599,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,1,pincode,485001,125104,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,2,district,indore,1892259,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,district,bhopal,1431127,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,district,gwalior,753172,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,district,jabalpur,695130,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,district,ujjain,552204,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,district,sagar,464791,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,district,dhar,447074,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,district,rewa,432682,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,district,chhindwara,428800,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,district,satna,395440,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,pincode,482002,216522,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,pincode,452001,198059,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,pincode,455001,193208,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,pincode,452010,183345,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,pincode,462001,159236,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,pincode,457001,155865,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,pincode,482001,147363,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,pincode,480001,143414,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,pincode,474001,134469,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,2,pincode,485001,133879,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,3,district,indore,2028266,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,district,bhopal,1531544,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,district,gwalior,809887,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,district,jabalpur,745631,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,district,ujjain,596195,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,district,sagar,501819,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,district,dhar,483901,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,district,rewa,466895,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,district,chhindwara,462834,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,district,satna,426929,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,pincode,482002,231582,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,pincode,452001,211664,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,pincode,455001,207599,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,pincode,452010,196173,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,pincode,462001,170393,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,pincode,457001,167859,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,pincode,482001,157536,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,pincode,480001,153878,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,pincode,474001,144518,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,3,pincode,485001,143700,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,4,district,indore,2164101,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,district,bhopal,1633266,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,district,gwalior,866561,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,district,jabalpur,796148,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,district,ujjain,639197,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,district,sagar,538447,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,district,dhar,519970,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,district,rewa,500513,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,district,chhindwara,495990,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,district,satna,457858,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,pincode,482002,246911,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,pincode,452001,225433,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,pincode,455001,222066,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,pincode,452010,208931,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,pincode,462001,181784,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,pincode,457001,179603,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,pincode,482001,167796,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,pincode,480001,164329,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,pincode,474001,154609,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2021,4,pincode,485001,153628,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2022,1,district,indore,2291709,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,district,bhopal,1729248,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,district,gwalior,919789,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,district,jabalpur,844191,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,district,ujjain,680599,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,district,sagar,573791,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,district,dhar,554545,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,district,rewa,533627,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,district,chhindwara,528140,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,district,satna,488378,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,pincode,482002,261115,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,pincode,452001,238296,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,pincode,455001,235768,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,pincode,452010,220888,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,pincode,462001,192336,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,pincode,457001,190837,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,pincode,482001,177586,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,pincode,480001,174161,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,pincode,474001,164039,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,1,pincode,485001,163020,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,2,district,indore,2412576,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,district,bhopal,1820625,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,district,gwalior,970340,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,district,jabalpur,889518,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,district,ujjain,719339,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,district,sagar,605733,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,district,dhar,586670,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,district,rewa,564327,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,district,chhindwara,557958,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,district,satna,516107,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,pincode,482002,274815,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,pincode,452001,250461,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,pincode,455001,248656,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,pincode,452010,232223,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,pincode,462001,202395,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,pincode,457001,201497,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,pincode,482001,186815,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,pincode,480001,183624,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,pincode,474001,173002,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,2,pincode,485001,172044,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,3,district,indore,2537328,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\3.json
Madhya Pradesh,2022,3,district,bhopal,1915532,C:\Phonepe_data\pulse\data\top\user\country\india\state\madhya-pradesh\2022\3.json
